objectId,createdAt,updatedAt,ACL,ProgrammingLanguage,Source
GTDEse7lQo,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,csh,http://en.wikipedia.org/wiki/C_shell
UbDLgvH1zk,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Common Intermediate Language,http://en.wikipedia.org/wiki/Common_Intermediate_Language
ujgnusRiCB,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,COMPASS,http://en.wikipedia.org/wiki/COMPASS
1VRqAWTx3B,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,CoffeeScript,http://en.wikipedia.org/wiki/CoffeeScript
RKUqGxRODl,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Common Lisp,http://en.wikipedia.org/wiki/Common_Lisp
cCBsJPgBgM,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Coral 66,http://en.wikipedia.org/wiki/Coral_66
lITmUjd3xW,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Combined Programming Language,http://en.wikipedia.org/wiki/Combined_Programming_Language
jsgjIb08bm,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Converge,http://en.wikipedia.org/wiki/Converge_(programming_language)
Etsri24wyH,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,CPL,http://en.wikipedia.org/wiki/Combined_Programming_Language
nVIVuEDrLd,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Coq,http://en.wikipedia.org/wiki/Coq
ZiZfDozitU,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Datalog,http://en.wikipedia.org/wiki/Datalog
bnJ0ZEnvx7,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,D,http://en.wikipedia.org/wiki/D_(programming_language)
bCSsAwNtDl,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Component Pascal,http://en.wikipedia.org/wiki/Component_Pascal
H2WrOF5XgE,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,DASL,http://en.wikipedia.org/wiki/Datapoint%27s_Advanced_Systems_Language
cttD4j9myh,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,CorVision,http://en.wikipedia.org/wiki/CorVision
xKem4tpcO6,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,COWSEL,http://en.wikipedia.org/wiki/COWSEL
QMGFuHbsY5,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,CUDA,http://en.wikipedia.org/wiki/CUDA
pXbagL0tLJ,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Csound,http://en.wikipedia.org/wiki/Csound
PEy0luFkLy,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Curl,http://en.wikipedia.org/wiki/Curl_(programming_language)
ad2D7KnfKl,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,ELAN,http://en.wikipedia.org/wiki/ELAN_(programming_language)
9b25p7M75Z,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Curry,http://en.wikipedia.org/wiki/Curry_(programming_language)
ozYD2SfIU4,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Draco,http://en.wikipedia.org/wiki/Draco_(programming_language)
xYV8cZHc7r,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,DataFlex,http://en.wikipedia.org/wiki/DataFlex
H49rfTSHHJ,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Delphi,http://en.wikipedia.org/wiki/Delphi_(programming_language)
Bo6nqX2B7H,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,dBase,http://en.wikipedia.org/wiki/DBase
l5XBC5ujWD,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Deesel,http://en.wikipedia.org/wiki/Deesel
mwqhSJiOz3,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,DATATRIEVE,http://en.wikipedia.org/wiki/DATATRIEVE
ktQd7ELI0k,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,DYNAMO,http://en.wikipedia.org/wiki/DYNAMO_(programming_language)
MCGDNJVBcB,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,DIBOL,http://en.wikipedia.org/wiki/DIBOL
0batJvbpvm,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,DASL,http://en.wikipedia.org/wiki/Distributed_Application_Specification_Language
Ys8sPtWjKU,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,DCL,http://en.wikipedia.org/wiki/DIGITAL_Command_Language
bnInBzUXQl,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Dog,http://en.wikipedia.org/wiki/Sepandar_Kamvar#.22Dog.22_programming_language
MOcCJ50ka5,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,DRAKON,http://en.wikipedia.org/wiki/DRAKON
x7J11TONfD,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,E,http://en.wikipedia.org/wiki/E_(programming_language)
EBJPEDA55j,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,EASYTRIEVE PLUS,http://en.wikipedia.org/wiki/Easytrieve
CFKwJtLRY1,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,DCL,http://en.wikipedia.org/wiki/DIGITAL_Command_Language
rEjfzBJ2Rc,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,E#,http://en.wikipedia.org/wiki/E_Sharp_(programming_language)
TtYkTiVH7m,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,ECMAScript,http://en.wikipedia.org/wiki/ECMAScript
Rl4T6UEz60,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Eiffel,http://en.wikipedia.org/wiki/Eiffel_(programming_language)
NkhEKUzgUq,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Euler,http://en.wikipedia.org/wiki/Euler_(programming_language)
zCz1Lsyi2C,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Ease,http://en.wikipedia.org/wiki/Ease_(programming_language)
9WgN6BeHea,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,ESPOL,http://en.wikipedia.org/wiki/Executive_Systems_Problem_Oriented_Language
wvt5SH0aKU,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Easy Programming Language,http://en.wikipedia.org/wiki/Easy_Programming_Language
sO5rQKNbxM,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Elixir,http://en.wikipedia.org/wiki/Elixir_(programming_language)
ByfbJpK6d5,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Epigram,http://en.wikipedia.org/wiki/Epigram_(programming_language)
h2RmvTFIBz,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Emerald,http://en.wikipedia.org/wiki/Emerald_(programming_language)
9w0HtSk5dz,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,EPL,http://en.wikipedia.org/wiki/Easy_Programming_Language
nGwml8dkBg,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Escher,http://en.wikipedia.org/wiki/Escher_(programming_language)
uaGja45z4i,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Escapade,http://en.wikipedia.org/wiki/Escapade_(programming_language)
iQss3Juns1,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Elm,http://en.wikipedia.org/wiki/Elm_(programming_language)
f1RxGZWmRe,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Edinburgh IMP,http://en.wikipedia.org/wiki/Edinburgh_IMP
xkQjYvlSvQ,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,EXEC 2,http://en.wikipedia.org/wiki/EXEC_2
KvlueBsPxj,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Euphoria,http://en.wikipedia.org/wiki/Euphoria_(programming_language)
uB8k8MfWFf,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Clean,http://en.wikipedia.org/wiki/Clean_(programming_language)
1KpMUIDFsS,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,CMS-2,http://en.wikipedia.org/wiki/CMS-2_(programming_language)
dvtB66dFka,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Esterel,http://en.wikipedia.org/wiki/Esterel
RjRgcDakvU,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Cola,http://en.wikipedia.org/wiki/Cola_(programming_language)
25KmVombNb,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Falcon,http://en.wikipedia.org/wiki/Falcon_(programming_language)
Q5UF1GTMPe,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Euclid,http://en.wikipedia.org/wiki/Euclid_(programming_language)
y7hPlnjPcO,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Erlang,http://en.wikipedia.org/wiki/Erlang_(programming_language)
eHplbHvr0I,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Executable UML,http://en.wikipedia.org/wiki/Executable_UML
bleCO4Kodm,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,COMIT,http://en.wikipedia.org/wiki/COMIT
wolwQVSWyK,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Constraint Handling Rules,http://en.wikipedia.org/wiki/Constraint_Handling_Rules
MgBhQXomLP,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,EusLisp Robot Programming Language,http://en.wikipedia.org/wiki/EusLisp_Robot_Programming_Language
o4Bp0H3eEj,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,F#,http://en.wikipedia.org/wiki/F_Sharp_(programming_language)
WD6jaN2mcF,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,F,http://en.wikipedia.org/wiki/F_(programming_language)
TFDiNB4Zxt,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Corn,http://en.wikipedia.org/wiki/Corn_(emulator)
lWfSarpJrk,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,CSP,http://en.wikipedia.org/wiki/Communicating_sequential_processes
XPg1vAQAnt,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Easy PL/I,http://en.wikipedia.org/wiki/PL/I
eAALkcJXEI,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Dart,http://en.wikipedia.org/wiki/Dart_(programming_language)
JISZiPRY1e,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Cyclone,http://en.wikipedia.org/wiki/Cyclone_(programming_language)
o4SNtgeU8a,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,DinkC,http://en.wikipedia.org/wiki/Dink_Smallwood#Modification
jVSgk3WHWf,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,dc,http://en.wikipedia.org/wiki/Dc_(computer_program)
HqAtgDIVJ4,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,EGL,http://en.wikipedia.org/wiki/EGL_(programming_language)
BzXUzu9EAR,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Dylan,http://en.wikipedia.org/wiki/Dylan_(programming_language)
I7qWRtEaEx,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,es,http://en.wikipedia.org/wiki/Es_(Unix_shell)
tJf33suemM,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Factor,http://en.wikipedia.org/wiki/Factor_(programming_language)
S64zj8K06T,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,CMS EXEC,http://en.wikipedia.org/wiki/CMS_EXEC
unnfppBr9H,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Emacs Lisp,http://en.wikipedia.org/wiki/Emacs_Lisp
9rQK82643J,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Etoys,http://en.wikipedia.org/wiki/Etoys_(programming_language)
gdIgtZ0sgD,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Fantom,http://en.wikipedia.org/wiki/Fantom_(programming_language)
GWNr17XvQH,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Fancy,http://en.wikipedia.org/wiki/Fancy_(programming_language)
v9UG60PHjN,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,FAUST,http://en.wikipedia.org/wiki/FAUST_(programming_language)
RajZPZuPQB,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Ferite,http://en.wikipedia.org/wiki/Ferite
bfpOmYZ8lA,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,FLOW-MATIC,http://en.wikipedia.org/wiki/FLOW-MATIC
t0gmyYiWKA,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Forth,http://en.wikipedia.org/wiki/Forth_(programming_language)
CcBy8PAbqS,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Flavors,http://en.wikipedia.org/wiki/Flavors_(programming_language)
yqsAtkOrNe,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,FORMAC,http://en.wikipedia.org/wiki/FORMAC_(programming_language)
UYxlCpy9ED,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,FOIL,http://en.wikipedia.org/wiki/FOIL_(programming_language)
yLyVpVedWI,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,FFP,http://en.wikipedia.org/wiki/FFP_(programming_language)
2Yujm2d3aW,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,FL,http://en.wikipedia.org/wiki/FL_(programming_language)
8METtaT7Qd,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Felix,http://en.wikipedia.org/wiki/Felix_(programming_language)
Hv7KOASADK,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,FOCUS,http://en.wikipedia.org/wiki/FOCUS
nQo0fJHZdH,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Flex,http://en.wikipedia.org/wiki/Flex_(programming_language)
7UP3T8IVCD,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Fortran,http://en.wikipedia.org/wiki/Fortran
GBeRTASyrU,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Fj̦lnir,http://en.wikipedia.org/wiki/Fj%C3%B6lnir_(programming_language)
hKljil8WpZ,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,@Formula,http://en.wikipedia.org/wiki/Formula_language
0SSjRCaHqu,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,FOCAL,http://en.wikipedia.org/wiki/FOCAL_(programming_language)
FMQvqPZOr7,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Fortress,http://en.wikipedia.org/wiki/Fortress_(programming_language)
WIgfTmKx3j,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,G,http://en.wikipedia.org/wiki/G_(programming_language)
6v3uojccir,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Gosu,http://en.wikipedia.org/wiki/Gosu_(programming_language)
yrv859F3J7,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,FSProg,http://fr.wikipedia.org/wiki/FSProg
h6XP8wTjjE,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Godiva,http://en.wikipedia.org/wiki/Godiva_(programming_language)
vfWlLQirRs,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,FP,http://en.wikipedia.org/wiki/FP_(programming_language)
wai2rHGuT8,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,GDL,http://en.wikipedia.org/wiki/Geometric_Description_Language
OFaJsnfTMg,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Game Maker Language,http://en.wikipedia.org/wiki/GameMaker:_Studio
FqvHZeDprd,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,GLSL,http://en.wikipedia.org/wiki/GLSL
2hKfTTtz8y,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,FPr,http://en.wikipedia.org/wiki/FPr_(programming_language)
QgxTVRx5ir,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Genie,http://en.wikipedia.org/wiki/Genie_(programming_language)
SAGSrFqKYb,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Gibiane,http://en.wikipedia.org/wiki/Gibiane
RDPH56FG32,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,F-Script,http://en.wikipedia.org/wiki/F-Script_(programming_language)
1T0bm1wpXm,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,GPSS,http://en.wikipedia.org/wiki/GPSS
EI23hqFxow,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,FoxBase,http://en.wikipedia.org/wiki/FoxBase
ed6hMq5mNs,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Google Apps Script,http://en.wikipedia.org/wiki/Google_Apps_Script
vANofbVrZp,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,GAP,http://en.wikipedia.org/wiki/GAP_computer_algebra_system
LG9V01Mz6s,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,FoxPro,http://en.wikipedia.org/wiki/FoxPro_(disambiguation)
WLwQSx873t,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,GJ,http://en.wikipedia.org/wiki/Generic_Java
WJKdy1xWhc,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,G-code,http://en.wikipedia.org/wiki/G-code
eBcVZZDan4,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Groovy,http://en.wikipedia.org/wiki/Groovy_(programming_language)
EoT8CXCpKN,Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),Thu Feb 06 2020 08:22:51 GMT-0800 (Pacific Standard Time),null,Hack (programming language),http://en.wikipedia.org/wiki/Hack_(programming_language)
